sweep_type,perturb_param,perturb_factor,scenario_id,scenario_name,seed,N,M,K,L_reg_slack,n_total,Q_condition_number,Q_eigenvalue_min,Q_eigenvalue_max,Q_eigenvalue_count_negative,energy_greedy,objective_raw_greedy,penE_onehot_greedy,penE_reg_greedy,penE_afford_greedy,penE_total_greedy,viol_onehot_y_greedy,viol_onehot_z_greedy,viol_reg_shortfall_greedy,viol_afford_greedy,chosen_premium_band_greedy,chosen_deductible_band_greedy,selected_features_count_greedy,selected_reg_features_count_greedy,onehot_ok_greedy,reg_satisfied_greedy,affordability_satisfied_greedy,is_feasible_greedy,energy_sa_best,objective_raw_sa_best,penE_onehot_sa,penE_reg_sa,penE_afford_sa,penE_total_sa,viol_onehot_y_sa,viol_onehot_z_sa,viol_reg_shortfall_sa,viol_afford_sa,chosen_premium_band_sa,chosen_deductible_band_sa,selected_features_count_sa,selected_reg_features_count_sa,onehot_ok_sa,reg_satisfied_sa,affordability_satisfied_sa,is_feasible_sa,greedy_runtime_sec,sa_runtime_sec,sa_best_found_at_step,sa_convergence_fraction,total_classical_runtime_sec,gap_greedy_to_sa_energy,gap_greedy_to_sa_raw,R_size,Rmin,lambda_risk,affordability_enabled,use_tight_regulation,scale_factor,A_onehot,B_reg,D_afford,qterm_total_greedy_signed,qterm_total_sa_signed,qterm_total_gurobi_signed,gurobi_ran,energy_gurobi,objective_raw_gurobi,penE_onehot_gurobi,penE_reg_gurobi,penE_afford_gurobi,penE_total_gurobi,viol_onehot_y_gurobi,viol_onehot_z_gurobi,viol_reg_shortfall_gurobi,viol_afford_gurobi,chosen_premium_band_gurobi,chosen_deductible_band_gurobi,selected_features_count_gurobi,selected_reg_features_count_gurobi,onehot_ok_gurobi,reg_satisfied_gurobi,affordability_satisfied_gurobi,is_feasible_gurobi,gurobi_status_code,gurobi_status_name,gurobi_mip_gap,gurobi_runtime_sec,gap_sa_to_gurobi_energy,gap_sa_to_gurobi_raw,gurobi_mode,gurobi_time_limit_used
baseline,,1.0,2,S2_risk_adjusted,2001,100,4,5,4,113,1900463.9517603104,-23636008.76583136,287199380.9674208,30,-103249507.41009404,2159789.1656367406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,9,9,1,1,1,1,-103431472.01965985,1977824.5560709515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,9,9,1,1,1,1,0.0981123,22.7932008,738,0.01845,22.8913131,181964.60956579447,181964.6095657891,15,9,0.1,0,0,10.0,642739.613266651,1285479.226533302,0.0,-105409296.5757308,-105409296.5757308,-105409296.5757308,1,-103431472.01965985,1977824.5560709515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.5557824,-1.4901161193847656e-08,0.0,baseline,3600.0
sensitivity,A_onehot,0.9,2,S2_risk_adjusted,2001,100,4,5,4,113,1900463.9517691664,-23636008.765831303,287199380.9674207,30,-104277890.79132068,2159789.1656367406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,9,9,1,1,1,1,-103862353.49168086,2575326.4652765864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,9,9,1,1,1,1,0.0968725,22.2574975,541,0.013525,22.35437,-415537.29963982105,-415537.2996398457,15,9,0.1,0,0,10.0,1156931.3038799718,1285479.226533302,0.0,-106437679.9569574,-106437679.9569574,-106437679.9569574,1,-104459855.40088648,1977824.5560709515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.5406789,597501.9092056304,597501.9092056348,baseline,3600.0
sensitivity,A_onehot,1.1,2,S2_risk_adjusted,2001,100,4,5,4,113,1900463.9517613945,-23636008.76583136,287199380.9674208,30,-104792082.481934,2159789.1656367406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,9,9,1,1,1,1,-104763481.38961595,2188390.257954788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,9,9,1,1,1,1,0.1016466,22.2927226,927,0.023175,22.3943692,-28601.092318043116,-28601.092318047304,15,9,0.1,0,0,10.0,1414027.1491866324,1285479.226533302,0.0,-106951871.64757074,-106951871.64757074,-106951871.64757074,1,-104974047.0914998,1977824.5560709515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.496541,210565.7018838376,210565.7018838364,baseline,3600.0
sensitivity,B_reg,0.9,2,S2_risk_adjusted,2001,100,4,5,4,113,1710428.081242877,-21570461.686536755,258481034.46616924,30,-92837125.67517424,2159789.1656367406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,9,9,1,1,1,1,-92300268.8531444,2696645.9876665976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,9,9,1,1,1,1,0.1099464,28.0880877,539,0.013475,28.1980341,-536856.8220298439,-536856.822029857,15,9,0.1,0,0,10.0,642739.613266651,1156931.3038799718,0.0,-94996914.84081104,-94996914.84081104,-94996914.84081104,1,-93019090.28474005,1977824.5560709515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.5114650000000001,718821.4315956384,718821.4315956461,baseline,3600.0
sensitivity,B_reg,1.1,2,S2_risk_adjusted,2001,100,4,5,4,113,2090499.994339548,-25774120.83127221,315917753.4617151,30,-113661889.1450138,2159789.1656367406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,9,9,1,1,1,1,-113633288.05269577,2188390.257954788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,9,9,1,1,1,1,0.1195426,28.3646526,638,0.01595,28.4841952,-28601.092318043116,-28601.092318047304,15,9,0.1,0,0,10.0,642739.613266651,1414027.1491866324,0.0,-115821678.31065051,-115821678.31065051,-115821678.31065051,1,-113843853.7545796,1977824.5560709515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.5557122000000001,210565.7018838376,210565.7018838364,baseline,3600.0
sensitivity,lambda_risk,0.9,2,S2_risk_adjusted,2001,100,4,5,4,113,1900451.627883788,-23413286.58461967,287197818.8849338,30,-103465240.28715482,1944056.288575975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,9,9,1,1,1,1,-103439496.503012,1969800.072718812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,9,9,1,1,1,1,0.0992987999999999,23.0131798,638,0.01595,23.1124786,-25743.784142822027,-25743.78414283693,15,9,0.09,0,0,10.0,642739.613266651,1285479.226533302,0.0,-105409296.5757308,-105409296.5757308,-105409296.5757308,1,-103629018.87399334,1780277.7017374742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.5062399,189522.37098133564,189522.3709813377,baseline,3600.0
sensitivity,lambda_risk,1.1,2,S2_risk_adjusted,2001,100,4,5,4,113,1900475.9088058649,-23929915.42498492,287200968.73584807,30,-103033774.53303328,2375522.0426975065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,9,9,1,1,1,1,-103002316.13254002,2406980.443190764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,9,9,1,1,1,1,0.111096,23.1171703,615,0.015375,23.2282663,-31458.4004932642,-31458.40049325768,15,9,0.11,0,0,10.0,642739.613266651,1285479.226533302,0.0,-105409296.5757308,-105409296.5757308,-105409296.5757308,1,-103233925.16532636,2175371.4104044293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.4786833,231609.03278633952,231609.0327863349,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,2002,100,4,5,4,113,632195.0555088678,-25538276.70589334,314960295.5535202,34,-113600518.63906316,1996853.5085874388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,9,1,1,1,1,-113063170.8975669,2534201.250083692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,9,9,1,1,1,1,0.1293505999999999,27.7648839,467,0.011675,27.8942345,-537347.74149625,-537347.7414962531,15,9,0.1,0,0,10.0,704862.0252905524,1409724.0505811048,0.0,-115597372.14765058,-115597372.14765058,-115597372.14765058,1,-113601318.63906316,1996053.5085874388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.4731668,538147.74149625,538147.7414962531,baseline,3600.0
sensitivity,A_onehot,0.9,2,S2_risk_adjusted,2002,100,4,5,4,113,632195.0555094468,-25538276.705893368,314960295.55351985,34,-114728297.87952805,1996853.5085874388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,9,1,1,1,1,-114729097.87952805,1996053.5085874388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,9,9,1,1,1,1,0.1330573,24.9415572,443,0.011075,25.074614500000003,800.0,800.0,15,9,0.1,0,0,10.0,1268751.6455229945,1409724.0505811048,0.0,-116725151.38811548,-116725151.38811548,-116725151.38811548,1,-114729097.87952805,1996053.5085874388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.3766422,0.0,0.0,baseline,3600.0
sensitivity,A_onehot,1.1,2,S2_risk_adjusted,2002,100,4,5,4,113,632195.0555069589,-25538276.70589336,314960295.5535202,34,-115292187.49976048,1996853.5085874388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,9,1,1,1,1,-115000537.46925798,2288503.5390899205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,9,9,1,1,1,1,0.1131322999999999,20.8359185,611,0.015275,20.9490508,-291650.0305024981,-291650.0305024816,15,9,0.1,0,0,10.0,1550696.4556392154,1409724.0505811048,0.0,-117289041.00834791,-117289041.00834791,-117289041.00834791,1,-115292987.49976048,1996053.5085874388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.3960627,292450.0305024981,292450.0305024816,baseline,3600.0
sensitivity,B_reg,0.9,2,S2_risk_adjusted,2002,100,4,5,4,113,568979.5154482052,-23128037.77255117,283466241.61242,34,-102181753.8293562,1996853.5085874388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,9,1,1,1,1,-101942201.9713167,2236405.3666269523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,9,9,1,1,1,1,0.1210864999999999,22.7853403,629,0.015725,22.9064268,-239551.85803949836,-239551.85803951343,15,9,0.1,0,0,10.0,704862.0252905524,1268751.6455229945,0.0,-104178607.33794364,-104178607.33794364,-104178607.33794364,1,-102182553.8293562,1996053.5085874388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.4289895,240351.85803949836,240351.85803951343,baseline,3600.0
sensitivity,B_reg,1.1,2,S2_risk_adjusted,2002,100,4,5,4,113,695410.6490616825,-27988943.0981963,346454376.144467,34,-123285433.86296938,3730703.0943881655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,10,10,1,1,1,1,-124481935.70727386,2534201.250083692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,9,9,1,1,1,1,0.1150099,22.829815,435,0.010875,22.9448249,1196501.8443044722,1196501.8443044736,15,9,0.1,0,0,10.0,704862.0252905524,1550696.4556392154,0.0,-127016136.95735754,-127016136.95735754,-127016136.95735754,1,-125020083.44877008,1996053.5085874388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.4499629,538147.7414962351,538147.7414962531,baseline,3600.0
sensitivity,lambda_risk,0.9,2,S2_risk_adjusted,2002,100,4,5,4,113,632191.0775584478,-25436701.41610805,314958350.39124405,34,-112239181.92317083,3358190.22447974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,10,10,1,1,1,1,-113800746.64982145,1796625.497829177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,9,9,1,1,1,1,0.1194238999999999,24.2722628,497,0.012425,24.3916867,1561564.7266505808,1561564.726650563,15,9,0.09,0,0,10.0,704862.0252905524,1409724.0505811048,0.0,-115597372.14765058,-115597372.14765058,-115597372.14765058,1,-113800746.64982145,1796625.497829177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.4263954999999999,0.0,0.0,baseline,3600.0
sensitivity,lambda_risk,1.1,2,S2_risk_adjusted,2002,100,4,5,4,113,632199.0670166148,-25679677.72519356,314962267.06434035,34,-113401090.62830488,2196281.519345701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,9,1,1,1,1,-113138933.07111768,2458439.076532923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,9,9,1,1,1,1,0.1057649,22.7215984,581,0.014525,22.8273633,-262157.5571872145,-262157.55718722194,15,9,0.11,0,0,10.0,704862.0252905524,1409724.0505811048,0.0,-115597372.14765058,-115597372.14765058,-115597372.14765058,1,-113401890.62830488,2195481.519345701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.540303,262957.5571872145,262957.55718722194,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,2003,100,4,5,4,113,375937.07019078615,-25296156.979691565,310044742.7464284,34,-108772108.38593958,5018698.598894089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,10,1,1,1,1,-110088023.82836276,3702783.156470935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,9,9,1,1,1,1,0.1056666999999999,22.2288405,332,0.0083,22.3345072,1315915.4424231648,1315915.4424231546,15,9,0.1,0,0,10.0,693846.3840538638,1387692.7681077276,0.0,-113790806.98483367,-113790806.98483367,-113790806.98483367,1,-110766424.55824704,3024382.426586643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.4272533,678400.7298842818,678400.729884292,baseline,3600.0
sensitivity,A_onehot,0.9,2,S2_risk_adjusted,2003,100,4,5,4,113,375937.07019122125,-25296156.97969156,310044742.74642867,34,-109882262.60042576,5018698.598894089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,10,1,1,1,1,-111198178.04284891,3702783.156470935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,9,9,1,1,1,1,0.1058638,26.822114300000003,332,0.0083,26.927978100000004,1315915.4424231648,1315915.4424231546,15,9,0.1,0,0,10.0,1248923.491296955,1387692.7681077276,0.0,-114900961.19931984,-114900961.19931984,-114900961.19931984,1,-111876578.7727332,3024382.426586643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.5009551999999999,678400.7298842818,678400.729884292,baseline,3600.0
sensitivity,A_onehot,1.1,2,S2_risk_adjusted,2003,100,4,5,4,113,375937.0701933189,-25296156.979691543,310044742.7464286,34,-111066947.15000673,4389091.156556237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,9,9,1,1,1,1,-112431655.8799763,3024382.426586643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,9,9,1,1,1,1,0.1219276,23.8096731,521,0.013025,23.9316007,1364708.729969591,1364708.7299695937,15,9,0.1,0,0,10.0,1526462.0449185006,1387692.7681077276,0.0,-115456038.30656296,-115456038.30656296,-115456038.30656296,1,-112431655.8799763,3024382.426586643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.4180629,0.0,0.0,baseline,3600.0
sensitivity,B_reg,0.9,2,S2_risk_adjusted,2003,100,4,5,4,113,338346.47182510514,-22843855.92284872,279042834.48073274,34,-97531796.964267,5018698.598894089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,10,1,1,1,1,-99180712.32422078,3369783.238940323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,9,9,1,1,1,1,0.0975049,22.2395559,621,0.015525,22.3370608,1648915.359953776,1648915.3599537667,15,9,0.1,0,0,10.0,693846.3840538638,1248923.491296955,0.0,-102550495.56316108,-102550495.56316108,-102550495.56316108,1,-99526113.13657445,3024382.426586643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.403065,345400.8123536706,345400.8123536799,baseline,3600.0
sensitivity,B_reg,1.1,2,S2_risk_adjusted,2003,100,4,5,4,113,413527.6893986316,-27757144.84256972,341046668.210479,34,-120642027.24995004,4389091.156556237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,9,9,1,1,1,1,-121661335.16756596,3369783.238940323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,9,9,1,1,1,1,0.1463774999999999,22.873204,469,0.011725,23.0195815,1019307.9176159204,1019307.9176159138,15,9,0.1,0,0,10.0,693846.3840538638,1526462.0449185006,0.0,-125031118.40650629,-125031118.40650629,-125031118.40650629,1,-122006735.97991966,3024382.426586643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.5556134000000001,345400.8123536855,345400.8123536799,baseline,3600.0
sensitivity,lambda_risk,0.9,2,S2_risk_adjusted,2003,100,4,5,4,113,375935.5027099838,-25227686.481563848,310042197.70818007,34,-109273164.18831192,4517642.796521748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,10,1,1,1,1,-110733749.95278752,3057057.0320461467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,9,9,1,1,1,1,0.1008921999999999,22.3410541,640,0.016,22.4419463,1460585.764475599,1460585.7644756015,15,9,0.09,0,0,10.0,693846.3840538638,1387692.7681077276,0.0,-113790806.98483367,-113790806.98483367,-113790806.98483367,1,-111068440.87161551,2722366.113218147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.4028661999999999,334690.91882799566,334690.91882799985,baseline,3600.0
sensitivity,lambda_risk,1.1,2,S2_risk_adjusted,2003,100,4,5,4,113,375938.9345381105,-25373222.823108666,310047304.7926738,34,-108271052.58356725,5519754.401266431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,10,1,1,1,1,-109990026.2466158,3800780.7382178754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,9,9,1,1,1,1,0.1181637,22.2276647,416,0.0104,22.3458284,1718973.6630485654,1718973.6630485551,15,9,0.11,0,0,10.0,693846.3840538638,1387692.7681077276,0.0,-113790806.98483367,-113790806.98483367,-113790806.98483367,1,-110464408.24487856,3326398.739955139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.4061738,474381.9982627481,474381.9982627365,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,2004,100,4,5,4,113,1030862.0204083588,-24430739.62598742,303048289.2688979,29,-108602197.17167711,2623126.7554395557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,9,1,1,1,1,-109073979.48618972,2151344.440926932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,9,9,1,1,1,1,0.0905015,21.7571338,455,0.011375,21.8476353,471782.3145126104,471782.314512624,15,9,0.1,0,0,10.0,678203.1946775405,1356406.389355081,0.0,-111225323.92711665,-111225323.92711665,-111225323.92711665,1,-109572540.08130077,1652783.8458158942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.4513541,498560.5951110423,498560.59511103714,baseline,3600.0
sensitivity,A_onehot,0.9,2,S2_risk_adjusted,2004,100,4,5,4,113,1030862.0204046424,-24430739.62598745,303048289.2688979,29,-109687322.28316116,2623126.7554395557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,9,1,1,1,1,-110159104.5976738,2151344.440926932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,9,9,1,1,1,1,0.0854651999999999,22.0042122,469,0.011725,22.089677400000003,471782.3145126253,471782.314512624,15,9,0.1,0,0,10.0,1220765.750419573,1356406.389355081,0.0,-112310449.0386007,-112310449.0386007,-112310449.0386007,1,-110657665.19278482,1652783.8458158942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.4543512999999999,498560.59511102736,498560.59511103714,baseline,3600.0
sensitivity,A_onehot,1.1,2,S2_risk_adjusted,2004,100,4,5,4,113,1030862.020407234,-24430739.625987448,303048289.2688981,29,-110229884.8389032,2623126.7554395557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,9,1,1,1,1,-110701667.15341584,2151344.440926932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,9,9,1,1,1,1,0.0832763,22.6131369,469,0.011725,22.6964132,471782.3145126402,471782.314512624,15,9,0.1,0,0,10.0,1492047.028290589,1356406.389355081,0.0,-112853011.59434274,-112853011.59434274,-112853011.59434274,1,-111200227.74852684,1652783.8458158942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.4627409999999999,498560.59511101246,498560.59511103714,baseline,3600.0
sensitivity,B_reg,0.9,2,S2_risk_adjusted,2004,100,4,5,4,113,927782.1153860146,-22058143.267206118,272745328.5245446,29,-97615305.41790096,2623126.7554395557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,9,1,1,1,1,-97873696.32308128,2364735.850259238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,9,9,1,1,1,1,0.0877443,22.5890656,466,0.01165,22.6768099,258390.90518033504,258390.90518031732,15,9,0.1,0,0,10.0,678203.1946775405,1220765.750419573,0.0,-100238432.17334048,-100238432.17334048,-100238432.17334048,1,-98585648.32752465,1652783.8458158942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.4419857,711952.0044433475,711952.0044433437,baseline,3600.0
sensitivity,B_reg,1.1,2,S2_risk_adjusted,2004,100,4,5,4,113,1133941.973391227,-26831191.5428012,333351265.4189663,29,-119589088.92545328,2623126.7554395557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,9,1,1,1,1,-120060871.2399659,2151344.440926932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,9,9,1,1,1,1,0.0877338,22.0296246,469,0.011725,22.1173584,471782.3145126253,471782.314512624,15,9,0.1,0,0,10.0,678203.1946775405,1492047.028290589,0.0,-122212215.6808928,-122212215.6808928,-122212215.6808928,1,-120559431.83507691,1652783.8458158942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.4380111,498560.59511102736,498560.59511103714,baseline,3600.0
sensitivity,lambda_risk,0.9,2,S2_risk_adjusted,2004,100,4,5,4,113,1030856.431376081,-24388965.39574541,303046439.5171076,29,-108864098.67154372,2361225.255572936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,9,1,1,1,1,-109288858.69299148,1936465.234125175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,9,9,1,1,1,1,0.0861579999999999,22.294983,455,0.011375,22.381141000000003,424760.0214477629,424760.021447761,15,9,0.09,0,0,10.0,678203.1946775405,1356406.389355081,0.0,-111225323.92711665,-111225323.92711665,-111225323.92711665,1,-109737640.5943704,1487683.3327462436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.4715209999999999,448781.9013789296,448781.9013789315,baseline,3600.0
sensitivity,lambda_risk,1.1,2,S2_risk_adjusted,2004,100,4,5,4,113,1030867.7847286054,-24499561.77829228,303050154.247738,29,-108340295.67181048,2885028.2553061745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,9,1,1,1,1,-108859100.27938797,2366223.6477286885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,9,9,1,1,1,1,0.0914845999999999,23.0087625,455,0.011375,23.1002471,518804.6075774729,518804.607577486,15,9,0.11,0,0,10.0,678203.1946775405,1356406.389355081,0.0,-111225323.92711665,-111225323.92711665,-111225323.92711665,1,-109407439.5682311,1817884.358885545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.4316326,548339.2888431549,548339.2888431435,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,2005,100,4,5,4,113,1969158.8497160927,-26318946.589496933,326232504.15321577,31,-115210974.60018755,4520596.610104756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,9,9,1,1,1,1,-115211574.60018755,4519996.610104756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,9,9,1,1,1,1,0.1203135999999999,22.557550900000003,369,0.009225,22.6778645,600.0000000149012,600.0,15,9,0.1,0,0,10.0,730070.5561603189,1460141.1123206378,0.0,-119731571.2102923,-119731571.2102923,-119731571.2102923,1,-115211574.60018755,4519996.610104756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.4266101,-1.4901161193847656e-08,0.0,baseline,3600.0
